user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination
6,Jogging,2705122234000,7.16,7.74,-7.7363577,84.789795,0.5,0.5,0.5
6,Jogging,2705172282000,-10.95,13.38,-6.2789803,84.839843,0.5,0.5,0.5
6,Jogging,2705222240000,-7.27,19.08,0.27240697,84.889801,0.5,0.5,0.5
6,Jogging,2705272258000,2.15,19.57,-14.750836,84.939819,0.5,0.5,0.5
6,Jogging,2705322276000,-3.11,16.32,1.3075534,84.989837,0.5,0.5,0.5
6,Jogging,2705372264000,5.67,7.5,2.3699405,85.039825,0.5,0.5,0.5
6,Jogging,2705422252000,6.4,3.26,2.3426998,85.089813,0.5,0.5,0.5
6,Jogging,2705472270000,5.52,-0.89,7.1234417,85.139831,0.5,0.5,0.5
6,Jogging,2705522136000,1.76,2.56,-0.88532263,85.189697,0.5,0.5,0.5
6,Jogging,2705572124000,-8.47,19.57,2.070293,85.239685,0.5,0.5,0.5
6,Jogging,2705572124000,-8.47,19.57,2.070293,85.239685,0.5,0.5,0.5
6,Jogging,2705692332000,-3.45,8.73,-2.1792557,85.359893,0.5,0.5,0.5
6,Jogging,2705852245000,-6.93,-0.89,6.5922484,85.519806,0.5,0.5,0.5
6,Jogging,2705902202000,7.16,9.72,-7.9270425,85.569763,0.5,0.5,0.5
6,Jogging,2705952281000,-7.89,17.01,-7.8861814,85.619842,0.5,0.5,0.5
6,Jogging,2706002452000,-4.67,15.24,-11.264028,85.670013,0.5,0.5,0.5
6,Jogging,2706052287000,5.13,19.5,-2.982856,85.719848,0.5,0.5,0.5
6,Jogging,2706102397000,7.06,15.02,5.366417,85.769958,0.5,0.5,0.5
6,Jogging,2706102397000,7.06,15.02,5.366417,85.769958,0.5,0.5,0.5
6,Jogging,2706102397000,7.06,15.02,5.366417,85.769958,0.5,0.5,0.5
6,Jogging,2706214000000,7.82,-0.04,4.6036777,85.881561,0.5,0.5,0.5
6,Jogging,2706372111000,3.79,19.57,-3.405087,86.039672,0.5,0.5,0.5
6,Jogging,2706372111000,3.79,19.57,-3.405087,86.039672,0.5,0.5,0.5
6,Jogging,2706502208000,-4.14,0.27,-6.2789803,86.169769,0.5,0.5,0.5
6,Jogging,2706552226000,-3.91,-3.91,-2.5606253,86.219787,0.5,0.5,0.5
6,Jogging,2706602245000,-4.82,-5.24,11.985906,86.269806,0.5,0.5,0.5
6,Jogging,2706652415000,6.51,11.18,1.5390993,86.319976,0.5,0.5,0.5
6,Jogging,2706702464000,2.64,12.87,-14.818938,86.370025,0.5,0.5,0.5
6,Jogging,2706752269000,-15.7,17.5,-0.50395286,86.41983,0.5,0.5,0.5
6,Jogging,2706802318000,3.87,19.57,-4.944186,86.469879,0.5,0.5,0.5
6,Jogging,2706852306000,12.91,16.47,-2.4108016,86.519867,0.5,0.5,0.5
6,Jogging,2706902293000,7.7,5.98,5.134871,86.569854,0.5,0.5,0.5
6,Jogging,2706952312000,7.46,2.64,3.990762,86.619873,0.5,0.5,0.5
6,Jogging,2707002330000,2.72,-4.48,2.6014864,86.669891,0.5,0.5,0.5
6,Jogging,2707052501000,3.91,3.02,4.372132,86.720062,0.5,0.5,0.5
6,Jogging,2707052501000,3.91,3.02,4.372132,86.720062,0.5,0.5,0.5
6,Jogging,2707262187000,-5.2,2.72,-3.214402,86.929748,0.5,0.5,0.5
6,Jogging,2707312205000,-5.9,-2.91,-3.9771416,86.979766,0.5,0.5,0.5
6,Jogging,2707362315000,-7.7,-6.4,6.782933,87.029876,0.5,0.5,0.5
6,Jogging,2707362315000,-7.7,-6.4,6.782933,87.029876,0.5,0.5,0.5
6,Jogging,2707412395000,6.55,12.03,5.9793324,87.079956,0.5,0.5,0.5
6,Jogging,2707412395000,6.55,12.03,5.9793324,87.079956,0.5,0.5,0.5
6,Jogging,2707642863000,-0.15,11.3,13.525005,87.310424,0.5,0.5,0.5
6,Jogging,2707692363000,6.05,6.02,7.4639506,87.359924,0.5,0.5,0.5
6,Jogging,2707742351000,0.61,-0.57,-3.1054392,87.409912,0.5,0.5,0.5
6,Jogging,2707792644000,5.98,-4.48,4.8216033,87.460205,0.5,0.5,0.5
6,Jogging,2707842235000,2.72,13.29,-2.3018389,87.509796,0.5,0.5,0.5
6,Jogging,2707892558000,9.34,19.57,5.7477865,87.560119,0.5,0.5,0.5
6,Jogging,2707942302000,2.3,14.71,-4.399372,87.609863,0.5,0.5,0.5
6,Jogging,2707992259000,-3.21,6.02,-3.214402,87.65982,0.5,0.5,0.5
6,Jogging,2708042247000,-5.18,-2.53,-7.5865335,87.709808,0.5,0.5,0.5
6,Jogging,2676632274000,-1.53,11.6,8.689782,56.299835,1.0,1.0,0.5
6,Jogging,2676682231000,1.18,4.75,10.732834,56.349792,1.0,1.0,0.5
6,Jogging,2676732341000,2.37,2.22,-0.7218784,56.399902,1.0,1.0,0.5
6,Jogging,2676782207000,3.26,-1.27,-2.3018389,56.449768,1.0,1.0,0.5
6,Jogging,2676832317000,-2.87,15.24,5.243834,56.499878,1.0,1.0,0.5
6,Jogging,2676882213000,-15.09,19.5,1.56634,56.549774,1.0,1.0,0.5
6,Jogging,2676932292000,2.64,9.38,-4.5628166,56.599853,1.0,1.0,0.5
6,Jogging,2676982219000,-0.46,3.76,-4.5900574,56.64978,1.0,1.0,0.5
6,Jogging,2677032268000,-0.69,-3.72,-5.5162406,56.699829,1.0,1.0,0.5
6,Jogging,2677082225000,-2.6,-8.66,-7.082581,56.749786,1.0,1.0,0.5
6,Jogging,2677132304000,-8.47,6.4,10.337844,56.799865,1.0,1.0,0.5
6,Jogging,2677182231000,-1.73,16.21,-5.434519,56.849792,1.0,1.0,0.5
6,Jogging,2677232341000,0.42,11.14,-14.056199,56.899902,1.0,1.0,0.5
6,Jogging,2677282207000,-9.49,17.39,-3.3642259,56.949768,1.0,1.0,0.5
6,Jogging,2677332317000,1.95,19.57,2.4516625,56.999878,1.0,1.0,0.5
6,Jogging,2677382243000,-2.3,14.06,8.580819,57.049804,1.0,1.0,0.5
6,Jogging,2677432292000,3.76,5.41,9.888372,57.099853,1.0,1.0,0.5
6,Jogging,2677482249000,-0.04,1.46,2.3018389,57.14981,1.0,1.0,0.5
6,Jogging,2677532268000,0.0,0.53,-1.334794,57.199829,1.0,1.0,0.5
6,Jogging,2677582255000,-2.6,16.47,1.879608,57.249816,1.0,1.0,0.5
6,Jogging,2677632304000,-10.95,19.57,3.445948,57.299865,1.0,1.0,0.5
6,Jogging,2677682231000,3.26,9.34,-6.3198414,57.349792,1.0,1.0,0.5
6,Jogging,2677732310000,-1.38,1.5,-5.597963,57.399871,1.0,1.0,0.5
6,Jogging,2677782207000,-4.06,-2.49,-4.7126403,57.449768,1.0,1.0,0.5
6,Jogging,2677832317000,-2.41,-6.05,-4.7535014,57.499878,1.0,1.0,0.5
6,Jogging,2677882274000,-5.43,2.3,14.750836,57.549835,1.0,1.0,0.5
6,Jogging,2677932292000,-0.5,11.99,-2.2609777,57.599853,1.0,1.0,0.5
6,Jogging,2677982249000,-5.75,14.25,-14.47843,57.64981,1.0,1.0,0.5
6,Jogging,2678032237000,-4.14,16.7,-2.9147544,57.699798,1.0,1.0,0.5
6,Jogging,2678082225000,-0.53,19.11,-4.440233,57.749786,1.0,1.0,0.5
6,Jogging,2678132304000,-10.27,10.57,14.015338,57.799865,1.0,1.0,0.5
6,Jogging,2678182231000,1.42,8.31,6.701211,57.849792,1.0,1.0,0.5
6,Jogging,2678232310000,0.95,4.67,1.7978859,57.899871,1.0,1.0,0.5
6,Jogging,2678342204000,-2.79,16.51,6.2108784,58.009765,1.0,1.0,0.5
6,Jogging,2678342204000,-2.79,16.51,6.2108784,58.009765,1.0,1.0,0.5
6,Jogging,2678392375000,-8.5,19.5,1.4165162,58.059936,1.0,1.0,0.5
6,Jogging,2678442271000,1.38,8.12,-5.597963,58.109832,1.0,1.0,0.5
6,Jogging,2678492259000,-2.18,1.14,-5.366417,58.15982,1.0,1.0,0.5
6,Jogging,2678542308000,-3.26,-3.45,-5.9793324,58.209869,1.0,1.0,0.5
6,Jogging,2678592235000,-0.95,-6.02,-5.434519,58.259796,1.0,1.0,0.5
6,Jogging,2678642284000,-2.37,5.48,16.208214,58.309845,1.0,1.0,0.5
6,Jogging,2678692241000,-1.8,18.7,-4.671779,58.359802,1.0,1.0,0.5
