user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination
7,Jogging,207544124360000,-1.33,-0.65,-2.96,135.751465,0.0,0.5,0.5
7,Jogging,207544161744000,0.69,5.71,8.81,135.788849,0.0,0.5,0.5
7,Jogging,207544201692000,-4.48,10.61,5.75,135.828797,0.0,0.5,0.5
7,Jogging,207544281465000,-19.27,6.36,-5.86,135.90857,0.0,0.5,0.5
7,Jogging,207544321687000,-17.54,16.4,-2.72,135.948792,0.0,0.5,0.5
7,Jogging,207544361695000,-12.64,17.31,0.11,135.9888,0.0,0.5,0.5
7,Jogging,207544411592000,-9.04,12.57,9.62,136.038697,0.0,0.5,0.5
7,Jogging,207544451417000,-0.93,6.78,3.53,136.078522,0.0,0.5,0.5
7,Jogging,207544531282000,1.33,5.37,8.31,136.158387,0.0,0.5,0.5
7,Jogging,207544571504000,-2.79,4.4,-0.89,136.198609,0.0,0.5,0.5
7,Jogging,207544611329000,-5.13,2.6,3.83,136.238434,0.0,0.5,0.5
7,Jogging,207544661958000,-14.79,12.34,-1.33,136.289063,0.0,0.5,0.5
7,Jogging,207544702027000,-19.23,19.57,0.69,136.329132,0.0,0.5,0.5
7,Jogging,207544781556000,-11.11,12.18,0.08,136.408661,0.0,0.5,0.5
7,Jogging,207544821656000,-7.08,4.21,-3.02,136.448761,0.0,0.5,0.5
7,Jogging,207544861512000,-0.38,-1.38,-3.64,136.488617,0.0,0.5,0.5
7,Jogging,207544901582000,0.89,-3.17,-4.4,136.528687,0.0,0.5,0.5
7,Jogging,207544981507000,0.04,2.18,1.69,136.608612,0.0,0.5,0.5
7,Jogging,207545021730000,-3.64,9.96,12.87,136.648835,0.0,0.5,0.5
7,Jogging,207545061677000,-6.44,8.47,-3.06,136.688782,0.0,0.5,0.5
7,Jogging,207545101655000,-16.51,9.38,-4.29,136.72876,0.0,0.5,0.5
7,Jogging,207545181550000,-16.32,11.11,0.84,136.808655,0.0,0.5,0.5
7,Jogging,207545222016000,-16.7,16.93,0.72,136.849121,0.0,0.5,0.5
7,Jogging,207545261720000,-10.61,18.81,5.37,136.888825,0.0,0.5,0.5
7,Jogging,207599631471000,-9.28,1.31,-4.86,191.258576,1.0,1.0,0.0
7,Jogging,207599671449000,-0.8,-6.13,-2.6,191.298554,1.0,1.0,0.0
7,Jogging,207599711488000,-0.23,-3.57,-2.22,191.338593,1.0,1.0,0.0
7,Jogging,207599751588000,1.88,-3.83,-3.34,191.378693,1.0,1.0,0.0
7,Jogging,207599831483000,-2.3,7.86,2.03,191.458588,1.0,1.0,0.0
7,Jogging,207599871461000,-5.37,8.96,-0.46,191.498566,1.0,1.0,0.0
7,Jogging,207599911622000,-15.79,2.49,-3.45,191.538727,1.0,1.0,0.0
7,Jogging,207599951539000,-19.27,-6.4,-1.76,191.578644,1.0,1.0,0.0
7,Jogging,207600031526000,-19.23,10.08,-3.26,191.658631,1.0,1.0,0.0
7,Jogging,207600071473000,-17.5,12.91,0.61,191.698578,1.0,1.0,0.0
7,Jogging,207600111634000,-5.33,4.06,6.55,191.738739,1.0,1.0,0.0
7,Jogging,207600151490000,-4.48,8.12,9.77,191.778595,1.0,1.0,0.0
7,Jogging,207600233003000,0.99,7.35,-1.12,191.860108,1.0,1.0,0.0
7,Jogging,207600271455000,1.95,3.3,2.41,191.89856,1.0,1.0,0.0
7,Jogging,207600311646000,-3.76,-0.23,1.12,191.938751,1.0,1.0,0.0
7,Jogging,207600351747000,-14.25,9.0,0.27,191.978852,1.0,1.0,0.0
7,Jogging,207600391542000,-19.27,19.84,-0.23,192.018647,1.0,1.0,0.0
7,Jogging,207600481507000,-11.5,5.09,-4.18,192.108612,1.0,1.0,0.0
7,Jogging,207600521852000,-3.91,1.14,-1.92,192.148957,1.0,1.0,0.0
7,Jogging,207600561738000,0.04,-2.91,-1.61,192.188843,1.0,1.0,0.0
