user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination
8,Walking,111218191627000,2.83,7.16,-0.42,1177.539886,0.5,0.5,0.0
8,Walking,111218232185000,6.13,7.86,0.0,1177.580444,0.5,0.5,0.0
8,Walking,111218271705000,8.81,7.44,1.27,1177.619964,0.5,0.5,0.0
8,Walking,111218312385000,8.35,6.63,-1.84,1177.660644,0.5,0.5,0.0
8,Walking,111218391517000,11.54,6.4,1.31,1177.739776,0.5,0.5,0.0
8,Walking,111218435615000,9.49,10.53,6.24,1177.783874,0.5,0.5,0.0
8,Walking,111218476143000,6.93,13.29,0.19,1177.824402,0.5,0.5,0.0
8,Walking,111218514564000,7.4,12.53,-4.33,1177.862823,0.5,0.5,0.0
8,Walking,111218591530000,7.21,10.23,0.08,1177.939789,0.5,0.5,0.0
8,Walking,111218632179000,7.86,4.99,-2.45,1177.980438,0.5,0.5,0.0
8,Walking,111218671638000,4.1,2.68,-1.54,1178.019897,0.5,0.5,0.0
8,Walking,111218711586000,1.23,2.53,-1.69,1178.059845,0.5,0.5,0.0
8,Walking,111218791542000,-1.18,4.29,-1.54,1178.139801,0.5,0.5,0.0
8,Walking,111218831489000,-2.98,2.45,1.04,1178.179748,0.5,0.5,0.0
8,Walking,111218871498000,0.76,5.83,15.01,1178.219757,0.5,0.5,0.0
8,Walking,111218911506000,7.82,5.67,3.36,1178.259765,0.5,0.5,0.0
8,Walking,111218991432000,-0.89,3.99,-1.18,1178.339691,0.5,0.5,0.0
8,Walking,111219031501000,2.49,15.36,0.15,1178.37976,0.5,0.5,0.0
8,Walking,111219072365000,1.33,7.44,-3.83,1178.420624,0.5,0.5,0.0
8,Walking,111219111549000,1.38,2.91,-2.68,1178.459808,0.5,0.5,0.0
8,Walking,111219191749000,8.12,11.54,-2.34,1178.540008,0.5,0.5,0.0
8,Walking,111219232399000,10.31,7.74,-0.34,1178.580658,0.5,0.5,0.0
8,Walking,111219271614000,7.16,4.99,1.76,1178.619873,0.5,0.5,0.0
8,Walking,111219312599000,3.79,7.12,-0.8,1178.660858,0.5,0.5,0.0
8,Walking,111219391578000,3.45,8.47,0.04,1178.739837,0.5,0.5,0.0
8,Walking,111219431495000,7.16,7.7,1.42,1178.779754,0.5,0.5,0.0
8,Walking,111219471473000,10.0,7.63,1.14,1178.819732,0.5,0.5,0.0
8,Walking,111219511482000,12.11,5.6,-1.73,1178.859741,0.5,0.5,0.0
8,Walking,111219591499000,10.61,12.03,2.34,1178.939758,0.5,0.5,0.0
8,Walking,111219632301000,7.7,14.75,-1.08,1178.98056,0.5,0.5,0.0
8,Walking,111219671547000,5.37,14.41,-3.3,1179.019806,0.5,0.5,0.0
8,Walking,111219711647000,0.65,15.89,-0.69,1179.059906,0.5,0.5,0.0
8,Walking,111219791542000,7.78,3.15,-2.91,1179.139801,0.5,0.5,0.0
8,Walking,111219831917000,5.98,0.65,-0.69,1179.180176,0.5,0.5,0.0
8,Walking,111219871620000,2.64,1.99,-2.03,1179.219879,0.5,0.5,0.0
8,Walking,111219911506000,-2.26,3.72,-0.53,1179.259765,0.5,0.5,0.0
8,Walking,111219991890000,-2.87,1.31,3.15,1179.340149,0.5,0.5,0.0
8,Walking,111220031624000,7.44,9.89,17.31,1179.379883,0.5,0.5,0.0
8,Walking,111220071541000,18.16,16.93,3.95,1179.4198,0.5,0.5,0.0
8,Walking,111220113441000,1.33,2.3,2.07,1179.4617,0.5,0.5,0.0
