user,activity,timestamp,x-axis,y-axis,z-axis,time_s,periodicity,temporal_stability,coordination
5,Walking,1263092296000,0.0,8.85,2.152015,60.779998,0.5,0.5,0.5
5,Walking,1263142284000,0.69,5.24,-1.525479,60.829986,0.5,0.5,0.5
5,Walking,1263192272000,0.69,9.77,0.84446156,60.879974,0.5,0.5,0.5
5,Walking,1263242229000,2.96,8.58,0.6537767,60.929931,0.5,0.5,0.5
5,Walking,1263292309000,4.29,11.22,1.6480621,60.980011,0.5,0.5,0.5
5,Walking,1263342235000,4.06,13.59,0.7627395,61.029937,0.5,0.5,0.5
5,Walking,1263392315000,1.8,12.72,-1.8387469,61.080017,0.5,0.5,0.5
5,Walking,1263442242000,-1.38,15.05,-1.3756552,61.129944,0.5,0.5,0.5
5,Walking,1263492290000,-3.02,16.97,1.6889231,61.179992,0.5,0.5,0.5
5,Walking,1263492290000,-3.02,16.97,1.6889231,61.179992,0.5,0.5,0.5
5,Walking,1263550396000,2.07,9.08,0.040861044,61.238098,0.5,0.5,0.5
5,Walking,1263652202000,-0.3,-0.04,-0.46309182,61.339904,0.5,0.5,0.5
5,Walking,1263702221000,0.0,4.6,2.1111538,61.389923,0.5,0.5,0.5
5,Walking,1263702221000,0.0,4.6,2.1111538,61.389923,0.5,0.5,0.5
5,Walking,1263802257000,0.11,12.34,11.304889,61.489959,0.5,0.5,0.5
5,Walking,1263852306000,0.76,15.51,0.7218784,61.540008,0.5,0.5,0.5
5,Walking,1263852306000,0.76,15.51,0.7218784,61.540008,0.5,0.5,0.5
5,Walking,1263912304000,-0.42,6.78,0.23154591,61.600006,0.5,0.5,0.5
5,Walking,1263962292000,4.44,10.69,-1.56634,61.649994,0.5,0.5,0.5
5,Walking,1264012310000,-0.27,8.2,-1.4982382,61.700012,0.5,0.5,0.5
5,Walking,1264062267000,-0.19,6.63,1.4573772,61.749969,0.5,0.5,0.5
5,Walking,1264112316000,0.95,6.74,-3.214402,61.800018,0.5,0.5,0.5
5,Walking,1264162273000,3.06,8.89,2.6832085,61.849975,0.5,0.5,0.5
5,Walking,1264212292000,2.3,9.53,0.92618364,61.899994,0.5,0.5,0.5
5,Walking,1264262279000,3.53,11.88,1.3075534,61.949981,0.5,0.5,0.5
5,Walking,1264312298000,3.79,15.17,1.8387469,62.0,0.5,0.5,0.5
5,Walking,1264362316000,3.34,11.07,-1.525479,62.050018,0.5,0.5,0.5
5,Walking,1264412304000,-1.92,14.52,-1.920469,62.100006,0.5,0.5,0.5
5,Walking,1264462261000,-1.61,15.66,1.879608,62.149963,0.5,0.5,0.5
5,Walking,1264512310000,3.45,7.35,-0.42223078,62.200012,0.5,0.5,0.5
5,Walking,1264562298000,3.15,2.34,0.53119355,62.25,0.5,0.5,0.5
5,Walking,1264612316000,-0.15,0.99,-0.040861044,62.300018,0.5,0.5,0.5
5,Walking,1264662273000,0.38,5.75,2.5333846,62.349975,0.5,0.5,0.5
5,Walking,1264712292000,3.68,15.64,5.434519,62.399994,0.5,0.5,0.5
5,Walking,1264762279000,0.53,10.88,11.073342,62.449981,0.5,0.5,0.5
5,Walking,1264812267000,0.53,13.82,-0.23154591,62.499969,0.5,0.5,0.5
5,Walking,1264862285000,-0.76,11.37,0.7627395,62.549987,0.5,0.5,0.5
5,Walking,1264912304000,4.1,7.74,-1.7978859,62.600006,0.5,0.5,0.5
5,Walking,1264962261000,-0.69,8.39,-2.4516625,62.649963,0.5,0.5,0.5
